**********
SEED 1
**********
Running Online Backpropagation...
Iteration 1	 Training error: 0.716442	 Test error: 0.725638
0 -- 1.42542e-132 1 -- 1 
1 -- 1 0 -- 3.36176e-160 
0 -- 1.19237e-136 1 -- 1 
1 -- 1 0 -- 4.37956e-128 
1 -- 1 0 -- 7.42221e-181 
1 -- 0.999999 0 -- 6.99558e-05 
0 -- 1.62068e-113 1 -- 1 
1 -- 1 0 -- 3.60123e-20 
1 -- 1 0 -- 3.8476e-12 
1 -- 1 0 -- 2.77289e-193 
0 -- 1 1 -- 0.999993 
0 -- 1 1 -- 4.27281e-141 
0 -- 1.60181e-100 1 -- 1 
1 -- 1 0 -- 9.87597e-18 
0 -- 1 1 -- 3.0122e-140 
0 -- 0 1 -- 1 
1 -- 1 0 -- 2.49664e-161 
1 -- 1 0 -- 7.60185e-88 
1 -- 1 0 -- 2.18676e-11 
1 -- 1 0 -- 6.20222e-21 
0 -- 9.94977e-175 1 -- 1 
0 -- 1 1 -- 1.54569e-49 
0 -- 2.31571e-200 1 -- 1 
0 -- 2.47868e-232 1 -- 1 
0 -- 1 1 -- 1.58819e-27 
0 -- 1 1 -- 1.20822e-70 
1 -- 1.01176e-07 0 -- 1 
0 -- 1.0228e-260 1 -- 1 
0 -- 1 1 -- 8.40404e-68 
1 -- 1 0 -- 1.20193e-41 
1 -- 1 0 -- 2.06877e-92 
1 -- 1 0 -- 3.39346e-87 
1 -- 1 0 -- 1.04136e-234 
1 -- 1 0 -- 8.70616e-51 
0 -- 6.53744e-146 1 -- 1 
0 -- 1 1 -- 3.74265e-145 
1 -- 0.997728 0 -- 7.09972e-08 
1 -- 4.51192e-11 0 -- 1 
1 -- 7.13591e-65 0 -- 1 
0 -- 9.81312e-19 1 -- 1 
0 -- 0 1 -- 1 
1 -- 1 0 -- 5.34224e-08 
1 -- 1 0 -- 9.87597e-18 
1 -- 1 0 -- 5.55558e-48 
1 -- 1 0 -- 2.40664e-208 
0 -- 1 1 -- 2.81052e-42 
0 -- 0.925722 1 -- 0.99999 
1 -- 1 0 -- 1.64623e-99 
1 -- 1 0 -- 8.80114e-63 
1 -- 1 0 -- 2.63017e-111 
0 -- 1 1 -- 3.7038e-87 
1 -- 1 0 -- 3.38984e-68 
1 -- 0.999999 0 -- 6.99558e-05 
0 -- 3.23635e-21 1 -- 1 
1 -- 1 0 -- 1.20193e-41 
0 -- 4.19889e-150 1 -- 1 
0 -- 1 1 -- 2.18676e-11 
1 -- 1.59965e-24 0 -- 1 
1 -- 0.999999 0 -- 6.99558e-05 
1 -- 1 0 -- 8.0178e-58 
1 -- 1 0 -- 6.41357e-94 
0 -- 1 1 -- 3.15426e-132 
0 -- 4.31859e-221 1 -- 1 
1 -- 1.89627e-06 0 -- 1 
1 -- 1 0 -- 7.50687e-169 
1 -- 1.04941e-14 0 -- 1 
1 -- 1 0 -- 1.5361e-89 
1 -- 1.01941e-06 0 -- 0.931912 
0 -- 1.57533e-29 1 -- 1 
1 -- 1 0 -- 1.23642e-85 
1 -- 1 0 -- 1.05061e-31 
0 -- 1 1 -- 6.89259e-30 
1 -- 1 0 -- 6.68275e-149 
1 -- 1 0 -- 2.88743e-117 
1 -- 1 0 -- 1.38306e-57 
1 -- 1 0 -- 8.56316e-34 
1 -- 1 0 -- 2.51749e-69 
0 -- 1 1 -- 0.911496 
1 -- 9.35323e-66 0 -- 1 
1 -- 0.999224 0 -- 3.03623e-07 
0 -- 1 1 -- 4.15679e-177 
0 -- 6.57047e-136 1 -- 1 
1 -- 1 0 -- 2.48339e-131 
0 -- 1.31585e-240 1 -- 1 
0 -- 0.020719 1 -- 0.000984796 
1 -- 1 0 -- 0.000115689 
1 -- 1 0 -- 3.15763e-151 
0 -- 6.94259e-15 1 -- 1 
1 -- 1 0 -- 1.18953e-71 
1 -- 1 0 -- 7.60185e-88 
1 -- 1 0 -- 8.10192e-116 
1 -- 1 0 -- 1.01274e-78 
1 -- 1 0 -- 2.83395e-239 
0 -- 1.00821e-159 1 -- 1 
0 -- 2.6706e-108 1 -- 1 
0 -- 9.36427e-07 1 -- 1 
1 -- 1 0 -- 3.8476e-12 
0 -- 5.91582e-49 1 -- 1 
1 -- 1 0 -- 1.16618e-86 
1 -- 1.06034e-75 0 -- 1 
0 -- 0 1 -- 1 
0 -- 5.82778e-195 1 -- 1 
1 -- 1 0 -- 4.38215e-105 
1 -- 1 0 -- 1.82816e-182 
1 -- 1 0 -- 5.14318e-18 
0 -- 1 1 -- 1.39883e-45 
0 -- 1 1 -- 3.9046e-15 
0 -- 7.99247e-139 1 -- 1 
1 -- 1 0 -- 1.63792e-159 
1 -- 1 0 -- 4.58922e-100 
1 -- 1 0 -- 4.159e-66 
0 -- 1 1 -- 9.1771e-44 
0 -- 1 1 -- 5.50367e-121 
1 -- 1 0 -- 1.63792e-159 
1 -- 1 0 -- 4.6192e-98 
1 -- 1 0 -- 9.12541e-127 
0 -- 1.01176e-07 1 -- 1 
1 -- 1 0 -- 2.11583e-18 
1 -- 1 0 -- 4.00908e-113 
1 -- 1 0 -- 1.49156e-115 
1 -- 9.12907e-234 0 -- 1 
0 -- 1 1 -- 2.31711e-33 
1 -- 1 0 -- 2.63877e-79 
1 -- 1.88502e-13 0 -- 1 
0 -- 1 1 -- 1.45476e-189 
0 -- 6.05794e-170 1 -- 1 
1 -- 1 0 -- 1.47474e-127 
1 -- 1 0 -- 3.74426e-33 
1 -- 1 0 -- 5.04194e-186 
1 -- 0.490428 0 -- 0.000113038 
1 -- 4.0041e-134 0 -- 1 
1 -- 0.999999 0 -- 6.99558e-05 
0 -- 2.11916e-16 1 -- 1 
1 -- 1 0 -- 1.01382e-97 
0 -- 0 1 -- 1 
0 -- 1.55695e-67 1 -- 1 
0 -- 1 1 -- 1.14385e-31 
1 -- 1 0 -- 2.32924e-62 
0 -- 0 1 -- 1 
0 -- 2.79866e-214 1 -- 1 
1 -- 1.15546e-76 0 -- 1 
1 -- 4.33818e-82 0 -- 1 
1 -- 1 0 -- 3.91185e-29 
1 -- 1 0 -- 1.23642e-85 
1 -- 1 0 -- 2.84001e-100 
0 -- 2.47026e-08 1 -- 1 
1 -- 1 0 -- 7.68856e-76 
0 -- 1 1 -- 7.92658e-69 
0 -- 6.01339e-222 1 -- 1 
0 -- 2.71138e-46 1 -- 1 
0 -- 0 1 -- 1 
0 -- 1.18006e-50 1 -- 1 
1 -- 1.0263e-236 0 -- 1 
0 -- 3.22008e-31 1 -- 1 
1 -- 1 0 -- 1.33572e-50 
0 -- 0 1 -- 1 
1 -- 1 0 -- 1.6635e-157 
1 -- 1 0 -- 1.04999e-54 
0 -- 1 1 -- 2.96132e-81 
1 -- 4.95903e-162 0 -- 1 
1 -- 6.42564e-14 0 -- 1 
0 -- 7.70749e-29 1 -- 1 
0 -- 9.43495e-06 1 -- 1 
0 -- 0.997728 1 -- 7.09972e-08 
1 -- 1 0 -- 9.17315e-156 
1 -- 1 0 -- 2.38082e-11 
1 -- 1 0 -- 1.30239e-86 
0 -- 1 1 -- 2.78019e-30 
0 -- 2.84747e-304 1 -- 1 
0 -- 1.49939e-238 1 -- 1 
1 -- 1 0 -- 4.159e-66 
0 -- 1 1 -- 2.07959e-121 
1 -- 1 0 -- 5.50955e-140 
0 -- 0 1 -- 1 
1 -- 1.47124e-122 0 -- 1 
0 -- 4.54601e-10 1 -- 1 
1 -- 1 0 -- 2.15736e-74 
0 -- 1.78903e-11 1 -- 1 
1 -- 1 0 -- 7.60185e-88 
1 -- 1 0 -- 3.59191e-90 
0 -- 1 1 -- 9.17803e-45 
0 -- 1 1 -- 1.23541e-158 
1 -- 1 0 -- 3.04542e-87 
0 -- 2.94113e-229 1 -- 1 
1 -- 2.89498e-19 0 -- 1 
0 -- 1 1 -- 3.68277e-16 
1 -- 1 0 -- 1.61919e-82 
0 -- 4.86387e-106 1 -- 1 
0 -- 4.56934e-226 1 -- 1 
1 -- 0 0 -- 1 
0 -- 1 1 -- 9.8334e-40 
1 -- 1 0 -- 5.71499e-92 
0 -- 1 1 -- 7.88532e-40 
0 -- 1.7811e-120 1 -- 1 
1 -- 1 0 -- 1.20193e-41 
1 -- 1 0 -- 8.75157e-146 
1 -- 1 0 -- 3.7038e-87 
1 -- 1 0 -- 4.7759e-20 
1 -- 3.42624e-37 0 -- 1 
0 -- 1 1 -- 1.42158e-174 
0 -- 7.34509e-50 1 -- 1 
1 -- 1 0 -- 1.05061e-31 
1 -- 1 0 -- 1.44282e-80 
0 -- 4.79402e-179 1 -- 1 
1 -- 1 0 -- 4.58922e-100 
1 -- 1.5695e-14 0 -- 1 
1 -- 4.87491e-12 0 -- 1 
0 -- 3.63775e-09 1 -- 1 
1 -- 2.36206e-17 0 -- 1 
0 -- 1 1 -- 3.38984e-68 
0 -- 5.3155e-26 1 -- 1 
0 -- 3.77043e-265 1 -- 1 
1 -- 1 0 -- 4.51599e-125 
0 -- 3.69659e-116 1 -- 1 
1 -- 1 0 -- 2.0033e-76 
1 -- 1 0 -- 2.20486e-120 
0 -- 2.49658e-96 1 -- 1 
0 -- 4.87491e-12 1 -- 1 
1 -- 1 0 -- 3.4468e-86 
0 -- 5.77681e-187 1 -- 1 
1 -- 1 0 -- 3.12151e-74 
1 -- 1.01176e-07 0 -- 1 
0 -- 1 1 -- 3.21722e-29 
1 -- 1.68563e-241 0 -- 1 
0 -- 1 1 -- 1.20193e-41 
1 -- 2.13872e-267 0 -- 1 
0 -- 1 1 -- 3.25097e-87 
1 -- 1 0 -- 8.15168e-75 
1 -- 1 0 -- 1.01913e-126 
0 -- 1 1 -- 7.88532e-40 
0 -- 1 1 -- 5.04492e-163 
1 -- 1 0 -- 3.72141e-74 
1 -- 1 0 -- 1.281e-69 
0 -- 5.07446e-58 1 -- 1 
1 -- 2.41166e-161 0 -- 1 
1 -- 4.18723e-97 0 -- 1 
0 -- 4.17961e-233 1 -- 1 
0 -- 1 1 -- 1.33572e-50 
1 -- 1 0 -- 2.82522e-71 
0 -- 9.57793e-187 1 -- 1 
0 -- 2.11916e-16 1 -- 1 
1 -- 1 0 -- 1.11324e-53 
0 -- 6.06086e-140 1 -- 1 
0 -- 3.0728e-19 1 -- 1 
1 -- 0.020719 0 -- 0.000984796 
0 -- 0 1 -- 1 
1 -- 1 0 -- 5.31782e-156 
0 -- 1 1 -- 7.64162e-117 
1 -- 1 0 -- 3.88222e-97 
1 -- 1 0 -- 3.44843e-128 
1 -- 1 0 -- 3.36087e-24 
1 -- 1 0 -- 7.34165e-81 
1 -- 1 0 -- 4.78753e-123 
0 -- 1 1 -- 6.75287e-207 
1 -- 4.50659e-70 0 -- 1 
1 -- 1 0 -- 3.01107e-99 
0 -- 8.41122e-233 1 -- 1 
1 -- 1 0 -- 4.35676e-99 
1 -- 1 0 -- 5.68972e-58 
0 -- 7.08536e-06 1 -- 1 
1 -- 1 0 -- 6.53501e-60 
0 -- 1 1 -- 5.77496e-150 
0 -- 1.35682e-141 1 -- 1 
0 -- 1 1 -- 5.93337e-40 
0 -- 2.07227e-202 1 -- 1 
0 -- 1.6649e-84 1 -- 1 
1 -- 1 0 -- 3.3824e-119 
0 -- 9.81312e-19 1 -- 1 
0 -- 1.07677e-189 1 -- 1 
0 -- 6.35726e-20 1 -- 1 
0 -- 6.00791e-219 1 -- 1 
1 -- 3.59619e-38 0 -- 1 
1 -- 1.5498e-150 0 -- 1 
1 -- 1 0 -- 0.000741199 
1 -- 1 0 -- 2.94765e-29 
1 -- 1 0 -- 2.0242e-46 
0 -- 1 1 -- 6.23773e-26 
0 -- 3.67382e-193 1 -- 1 
0 -- 1 1 -- 1.2742e-39 
0 -- 1.01176e-07 1 -- 1 
1 -- 1 0 -- 1.58397e-20 
1 -- 1 0 -- 0.00119717 
0 -- 8.20976e-36 1 -- 1 
1 -- 1 0 -- 7.37404e-183 
1 -- 3.29422e-24 0 -- 1 
1 -- 1 0 -- 5.50367e-121 
1 -- 1 0 -- 4.89343e-170 
0 -- 2.6137e-13 1 -- 1 
1 -- 1 0 -- 2.83395e-239 
0 -- 1 1 -- 9.97174e-81 
1 -- 1 0 -- 4.30851e-49 
0 -- 1.88752e-51 1 -- 1 
0 -- 1 1 -- 7.38007e-110 
0 -- 1.61448e-263 1 -- 1 
1 -- 3.93235e-225 0 -- 1 
1 -- 1 0 -- 9.87597e-18 
0 -- 1.01176e-07 1 -- 1 
1 -- 1.85324e-122 0 -- 1 
0 -- 1 1 -- 8.01698e-57 
0 -- 1.25934e-17 1 -- 1 
0 -- 1.20006e-50 1 -- 1 
1 -- 1 0 -- 2.36813e-79 
0 -- 2.70916e-50 1 -- 1 
0 -- 1 1 -- 2.93775e-14 
0 -- 4.45707e-223 1 -- 1 
1 -- 1 0 -- 5.50367e-121 
1 -- 6.9574e-235 0 -- 1 
0 -- 2.99052e-06 1 -- 0.983203 
0 -- 8.45984e-104 1 -- 1 
1 -- 1 0 -- 1.65083e-25 
1 -- 1.12653e-103 0 -- 1 
1 -- 6.89053e-16 0 -- 1 
1 -- 1 0 -- 6.96078e-111 
1 -- 1 0 -- 3.57321e-61 
1 -- 1 0 -- 5.43145e-25 
1 -- 1 0 -- 2.27177e-136 
1 -- 2.00233e-123 0 -- 1 
0 -- 1.66476e-140 1 -- 1 
0 -- 7.70749e-29 1 -- 1 
0 -- 1.01941e-06 1 -- 0.931912 
1 -- 1 0 -- 5.42138e-11 
1 -- 1 0 -- 7.97184e-140 
1 -- 4.13239e-30 0 -- 1 
1 -- 1 0 -- 4.25057e-112 
1 -- 1 0 -- 1.20193e-41 
1 -- 1 0 -- 6.48086e-152 
1 -- 1 0 -- 5.48087e-111 
0 -- 5.21929e-84 1 -- 1 
1 -- 1 0 -- 1.02518e-147 
0 -- 1 1 -- 1.61919e-82 
1 -- 1.01176e-07 0 -- 1 
0 -- 0.00209547 1 -- 0.999926 
1 -- 1 0 -- 3.65189e-107 
0 -- 1 1 -- 4.51384e-83 
1 -- 1.33331e-79 0 -- 1 
1 -- 1 0 -- 4.22774e-69 
1 -- 1 0 -- 1.45787e-50 
1 -- 1.48627e-72 0 -- 1 
0 -- 2.29218e-158 1 -- 1 
1 -- 6.43657e-254 0 -- 1 
0 -- 1 1 -- 2.04762e-123 
0 -- 5.29368e-209 1 -- 1 
0 -- 1 1 -- 7.54135e-21 
1 -- 1 0 -- 3.6107e-119 
1 -- 1 0 -- 1.11331e-141 
1 -- 1 0 -- 5.47827e-69 
0 -- 0 1 -- 1 
1 -- 1 0 -- 7.17421e-66 
0 -- 8.51228e-27 1 -- 1 
1 -- 3.34509e-19 0 -- 1 
0 -- 2.36644e-202 1 -- 1 
0 -- 9.47781e-123 1 -- 1 
0 -- 1.01176e-07 1 -- 1 
1 -- 1 0 -- 8.05894e-86 
0 -- 1 1 -- 3.00488e-37 
1 -- 1 0 -- 2.61648e-82 
1 -- 1 0 -- 1.68715e-137 
1 -- 1 0 -- 1.04136e-234 
1 -- 1 0 -- 1.281e-69 
1 -- 1 0 -- 3.32685e-102 
0 -- 8.36182e-53 1 -- 1 
1 -- 1 0 -- 8.05975e-87 
1 -- 1 0 -- 2.82522e-71 
0 -- 5.10805e-140 1 -- 1 
0 -- 1 1 -- 1.16295e-48 
1 -- 1 0 -- 5.50367e-121 
1 -- 1 0 -- 3.05357e-78 
1 -- 1 0 -- 3.23596e-35 
0 -- 1 1 -- 4.22845e-83 
1 -- 1 0 -- 2.03696e-94 
0 -- 1 1 -- 9.17803e-45 
1 -- 1 0 -- 1.35038e-150 
1 -- 1.60817e-72 0 -- 1 
1 -- 1 0 -- 3.92271e-67 
0 -- 1 1 -- 0.999993 
1 -- 1 0 -- 6.20222e-21 
1 -- 1 0 -- 1.07886e-32 
1 -- 2.23431e-09 0 -- 0.999954 
1 -- 1 0 -- 8.95158e-119 
1 -- 1 0 -- 1.20822e-70 
0 -- 2.4696e-282 1 -- 1 
0 -- 2.26054e-98 1 -- 1 
0 -- 4.18994e-186 1 -- 1 
0 -- 1.73273e-42 1 -- 1 
1 -- 1 0 -- 1.6967e-54 
1 -- 1 0 -- 7.17421e-66 
1 -- 1 0 -- 1.13183e-70 
0 -- 1 1 -- 9.87757e-153 
1 -- 1 0 -- 3.21722e-29 
0 -- 2.91952e-71 1 -- 1 
1 -- 0.700299 0 -- 1.99189e-05 
1 -- 9.94384e-76 0 -- 1 
1 -- 1 0 -- 3.18401e-59 
0 -- 1 1 -- 1.5832e-44 
0 -- 8.51228e-27 1 -- 1 
1 -- 1 0 -- 1.72571e-110 
1 -- 1 0 -- 4.20263e-124 
0 -- 9.36427e-07 1 -- 1 
1 -- 1 0 -- 1.17353e-134 
1 -- 1 0 -- 4.96125e-57 
0 -- 0 1 -- 1 
1 -- 1 0 -- 2.03479e-75 
0 -- 1 1 -- 2.81069e-130 
1 -- 1 0 -- 3.89397e-177 
0 -- 1 1 -- 2.18676e-11 
1 -- 1 0 -- 1.67757e-66 
0 -- 2.76017e-20 1 -- 1 
0 -- 1 1 -- 1.58819e-27 
0 -- 1 1 -- 1.14385e-31 
0 -- 1.94122e-61 1 -- 1 
1 -- 1 0 -- 3.30567e-07 
1 -- 6.05794e-170 0 -- 1 
1 -- 1 0 -- 1.2284e-87 
0 -- 1.91782e-145 1 -- 1 
0 -- 1 1 -- 7.7702e-37 
1 -- 1 0 -- 5.44652e-63 
0 -- 1 1 -- 8.90499e-90 
0 -- 1.91667e-46 1 -- 1 
1 -- 6.29455e-55 0 -- 1 
0 -- 1.10939e-108 1 -- 1 
1 -- 0.973142 0 -- 5.3417e-07 
1 -- 1 0 -- 1.34335e-121 
1 -- 1 0 -- 2.15736e-74 
1 -- 1 0 -- 2.28572e-95 
1 -- 1 0 -- 2.40664e-208 
1 -- 1 0 -- 1.22898e-129 
1 -- 1 0 -- 7.76922e-134 
0 -- 6.94259e-15 1 -- 1 
1 -- 7.94273e-124 0 -- 1 
1 -- 1 0 -- 2.58973e-113 
1 -- 1 0 -- 9.61446e-78 
1 -- 1 0 -- 2.65241e-20 
0 -- 1 1 -- 2.61648e-82 
0 -- 1 1 -- 8.71118e-94 
1 -- 1 0 -- 3.15426e-132 
0 -- 1 1 -- 1.87294e-127 
1 -- 1 0 -- 8.99842e-148 
1 -- 1 0 -- 1.57972e-95 
1 -- 1 0 -- 2.82522e-71 
1 -- 1 0 -- 2.80452e-181 
1 -- 0.163754 0 -- 1 
1 -- 6.94259e-15 0 -- 1 
1 -- 1 0 -- 8.19434e-104 
0 -- 2.79791e-207 1 -- 1 
0 -- 9.00146e-110 1 -- 1 
0 -- 0 1 -- 1 
0 -- 5.68142e-154 1 -- 1 
1 -- 1 0 -- 3.38908e-118 
0 -- 3.60186e-44 1 -- 1 
0 -- 2.33806e-99 1 -- 1 
1 -- 1 0 -- 1.16618e-86 
0 -- 1 1 -- 5.25331e-87 
0 -- 9.59346e-39 1 -- 1 
0 -- 1.55135e-151 1 -- 1 
1 -- 4.87491e-12 0 -- 1 
0 -- 1 1 -- 0.0464045 
0 -- 1.27264e-81 1 -- 1 
0 -- 1 1 -- 2.46954e-61 
1 -- 5.28877e-36 0 -- 1 
1 -- 6.42564e-14 0 -- 1 
0 -- 1 1 -- 7.21827e-25 
1 -- 1 0 -- 7.60185e-88 
1 -- 1 0 -- 7.88532e-40 
1 -- 1 0 -- 3.8476e-12 
1 -- 1 0 -- 0.17226 
0 -- 1 1 -- 3.80827e-89 
0 -- 2.15509e-75 1 -- 1 
0 -- 1 1 -- 5.34224e-08 
0 -- 1 1 -- 3.23596e-35 
0 -- 1 1 -- 2.24951e-55 
0 -- 6.35911e-90 1 -- 1 
1 -- 1 0 -- 7.56228e-59 
1 -- 1 0 -- 6.15121e-201 
0 -- 4.87491e-12 1 -- 1 
0 -- 1 1 -- 7.64162e-117 
0 -- 2.46161e-84 1 -- 1 
1 -- 1 0 -- 1.0018e-132 
1 -- 1 0 -- 1.43087e-172 
1 -- 5.09113e-48 0 -- 1 
0 -- 1 1 -- 3.9046e-15 
1 -- 1 0 -- 4.22845e-83 
1 -- 1 0 -- 2.60174e-165 
0 -- 7.70749e-29 1 -- 1 
1 -- 1 0 -- 9.22605e-74 
1 -- 1 0 -- 7.41869e-139 
1 -- 0.977569 0 -- 0.49274 
1 -- 1.22118e-14 0 -- 1 
1 -- 1 0 -- 6.23467e-50 
1 -- 1 0 -- 7.56676e-36 
1 -- 1 0 -- 4.19399e-62 
1 -- 1 0 -- 8.15168e-75 
1 -- 1 0 -- 7.56228e-59 
1 -- 1 0 -- 1.49796e-28 
0 -- 1 1 -- 1.48246e-156 
0 -- 3.65285e-97 1 -- 1 
1 -- 1.24003e-09 0 -- 1 
1 -- 1 0 -- 2.65241e-20 
1 -- 5.28877e-36 0 -- 1 
0 -- 1.0356e-80 1 -- 1 
1 -- 1 0 -- 1.24939e-143 
0 -- 1 1 -- 2.48364e-132 
0 -- 9.6639e-24 1 -- 1 
1 -- 1 0 -- 1.78792e-94 
1 -- 1 0 -- 5.14264e-17 
1 -- 1.16767e-140 0 -- 1 
0 -- 1.23461e-134 1 -- 1 
1 -- 1 0 -- 2.34142e-91 
1 -- 1 0 -- 1.04999e-54 
1 -- 1 0 -- 8.44801e-97 
1 -- 1 0 -- 9.96584e-104 
1 -- 1 0 -- 8.89771e-163 
1 -- 1.49222e-59 0 -- 1 
1 -- 7.65543e-07 0 -- 1 
0 -- 1 1 -- 2.63017e-111 
0 -- 1.8387e-10 1 -- 1 
0 -- 1 1 -- 4.96125e-57 
0 -- 3.73341e-81 1 -- 1 
0 -- 6.3822e-211 1 -- 1 
1 -- 1.67616e-152 0 -- 1 
1 -- 7.40993e-216 0 -- 1 
1 -- 1 0 -- 1.73473e-139 
0 -- 1 1 -- 2.81052e-42 
1 -- 1.90427e-219 0 -- 1 
1 -- 1 0 -- 3.8702e-218 
0 -- 5.55006e-142 1 -- 1 
0 -- 1 1 -- 3.49544e-65 
0 -- 1 1 -- 9.96584e-104 
1 -- 1 0 -- 3.92503e-44 
1 -- 1 0 -- 6.48086e-152 
0 -- 1 1 -- 3.8476e-12 
0 -- 1 1 -- 3.42886e-57 
0 -- 1 1 -- 1.41534e-72 
1 -- 1 0 -- 1.54569e-49 
1 -- 1 0 -- 3.92503e-44 
1 -- 1 0 -- 3.12915e-65 
1 -- 1 0 -- 2.94591e-52 
0 -- 5.33866e-248 1 -- 1 
0 -- 2.39811e-72 1 -- 1 
1 -- 1.60787e-303 0 -- 1 
1 -- 1 0 -- 1.09484e-35 
1 -- 1 0 -- 8.58908e-114 
0 -- 4.22701e-10 1 -- 1 
1 -- 1.82685e-93 0 -- 1 
0 -- 4.72818e-23 1 -- 1 
0 -- 1 1 -- 1.60126e-32 
1 -- 1 0 -- 4.51866e-102 
0 -- 1 1 -- 1.04775e-193 
0 -- 0 1 -- 1 
0 -- 1.21859e-45 1 -- 1 
0 -- 1 1 -- 6.20222e-21 
1 -- 1 0 -- 3.18249e-17 
0 -- 0 1 -- 1 
1 -- 0.997728 0 -- 7.09972e-08 
0 -- 1 1 -- 3.78844e-60 
1 -- 1 0 -- 1.03638e-93 
1 -- 1 0 -- 4.24831e-223 
0 -- 1.01941e-06 1 -- 0.931912 
1 -- 1 0 -- 1.83297e-19 
0 -- 0 1 -- 1 
1 -- 3.32001e-20 0 -- 1 
1 -- 1 0 -- 5.87103e-79 
0 -- 1.5116e-79 1 -- 1 
1 -- 1 0 -- 9.1771e-44 
1 -- 1 0 -- 1.45407e-147 
0 -- 0 1 -- 1 
1 -- 1 0 -- 6.75287e-207 
1 -- 1 0 -- 1.10057e-64 
0 -- 1 1 -- 2.41609e-14 
1 -- 0 0 -- 1 
1 -- 1.70206e-30 0 -- 1 
1 -- 1 0 -- 3.57321e-61 
0 -- 0.997268 1 -- 3.9042e-14 
1 -- 1 0 -- 1.67856e-43 
0 -- 1.8449e-252 1 -- 1 
0 -- 1 1 -- 4.23775e-32 
0 -- 0 1 -- 1 
1 -- 2.20069e-71 0 -- 1 
1 -- 4.28587e-166 0 -- 1 
1 -- 1 0 -- 5.43233e-160 
0 -- 0.020719 1 -- 0.000984796 
0 -- 6.84808e-93 1 -- 1 
1 -- 1.11414e-256 0 -- 1 
1 -- 1 0 -- 7.7702e-37 
1 -- 1.4677e-83 0 -- 1 
0 -- 6.25408e-57 1 -- 1 
0 -- 1 1 -- 8.05975e-87 
1 -- 1 0 -- 3.17415e-180 
0 -- 9.35323e-66 1 -- 1 
1 -- 1 0 -- 6.04919e-95 
0 -- 4.83426e-261 1 -- 1 
0 -- 0.00209547 1 -- 0.999926 
0 -- 1.59965e-24 1 -- 1 
0 -- 1 1 -- 1.11324e-53 
0 -- 8.60346e-142 1 -- 1 
0 -- 3.91324e-250 1 -- 1 
1 -- 0.999999 0 -- 6.99558e-05 
1 -- 2.1838e-132 0 -- 1 
0 -- 1 1 -- 3.27094e-46 
1 -- 1 0 -- 6.23467e-50 
1 -- 0 0 -- 1 
0 -- 1.18393e-296 1 -- 1 
1 -- 1 0 -- 1.91033e-24 
1 -- 1 0 -- 6.27027e-121 
1 -- 1 0 -- 2.03479e-75 
1 -- 1 0 -- 2.07959e-121 
0 -- 1.01176e-07 1 -- 1 
0 -- 4.49762e-16 1 -- 1 
1 -- 7.45182e-305 0 -- 1 
1 -- 1 0 -- 0.160472 
0 -- 1 1 -- 1.58489e-63 
1 -- 1 0 -- 4.53962e-154 
0 -- 1 1 -- 2.43133e-62 
1 -- 1.01176e-07 0 -- 1 
1 -- 1 0 -- 2.25994e-107 
1 -- 1 0 -- 3.01107e-99 
0 -- 1 1 -- 0.999996 
1 -- 0.999391 0 -- 0.00456883 
1 -- 1.4677e-83 0 -- 1 
0 -- 1 1 -- 1.54569e-49 
0 -- 3.60186e-44 1 -- 1 
1 -- 2.51752e-124 0 -- 1 
0 -- 1.12653e-103 1 -- 1 
0 -- 0 1 -- 1 
1 -- 1 0 -- 4.5914e-142 
1 -- 1 0 -- 8.49625e-168 
0 -- 3.32001e-20 1 -- 1 
0 -- 1.30641e-50 1 -- 1 
0 -- 5.24911e-37 1 -- 1 
1 -- 1.27264e-81 0 -- 1 
1 -- 1 0 -- 8.44801e-97 
0 -- 4.98013e-167 1 -- 1 
0 -- 6.35038e-229 1 -- 1 
1 -- 1 0 -- 4.159e-66 
1 -- 0.999391 0 -- 0.00456883 
0 -- 3.28353e-173 1 -- 1 
0 -- 1 1 -- 6.55479e-140 
1 -- 1 0 -- 8.44924e-36 
0 -- 1 1 -- 6.92455e-82 
0 -- 8.51738e-126 1 -- 1 
0 -- 1.43164e-80 1 -- 1 
1 -- 1 0 -- 2.20486e-120 
1 -- 1 0 -- 1.29506e-169 
1 -- 1 0 -- 3.8476e-12 
0 -- 2.39954e-171 1 -- 1 
1 -- 4.40352e-37 0 -- 1 
0 -- 1.59965e-24 1 -- 1 
0 -- 0 1 -- 1 
0 -- 1 1 -- 3.6107e-119 
0 -- 1.22989e-284 1 -- 1 
0 -- 0 1 -- 1 
1 -- 1 0 -- 1.05549e-83 
1 -- 1 0 -- 2.68151e-120 
1 -- 1 0 -- 2.7428e-93 
0 -- 1 1 -- 7.11289e-22 
0 -- 1 1 -- 1.61919e-82 
0 -- 0.99278 1 -- 1 
0 -- 1 1 -- 1.47474e-127 
1 -- 1 0 -- 0.000741199 
0 -- 1.80664e-150 1 -- 1 
1 -- 1 0 -- 2.0242e-46 
1 -- 1 0 -- 4.35998e-15 
1 -- 1.39406e-12 0 -- 1 
0 -- 1.31997e-63 1 -- 1 
0 -- 5.69475e-61 1 -- 1 
0 -- 1 1 -- 1.29908e-48 
1 -- 1 0 -- 3.28664e-187 
1 -- 1 0 -- 2.25994e-107 
0 -- 1.28675e-112 1 -- 1 
1 -- 1 0 -- 2.96273e-123 
